1693957485,negative,I hate you
1693956342,negative,Toi ghet ban
1693948627,negative,Do ngoc nay
1693940914,negative,Fuck you
1693917781,negative,Thang khon nan nay 
1693956342,negative,Thang cho chet nay 
1693948627,negative,Chet tiet that
1693940914,negative,Co ay la mot nguoi toi te
1693933165,negative,Anh ay that dang ghet
1693925436,negative,Co anh that dang ghet
1693917781,negative,Toi tuc dien di mat
1693956342,negative,Toi qua met moi roi
1693948627,negative,Hom nay that la toi te
1693940914,negative,Co ay rat ghet anh ay
1693933165,negative,Anh ay rat ghet co ay
1693925436,negative,Han ta la mot ke toi
1693917781,negative,They were not waiting for our reply.
1693956342,negative,He did not admit that he was wrong.
1693948627,negative,He did not deny the charge.
1693940914,negative,She did not refuse to go with him.
1693933165,negative,I have not finished working on the project.
1693925436,negative,"Hot damn, I'm at hell"
1693917781,negative,we can get good ice cream
1693956342,negative,i hate i hate i hate i hate i hate i hate today.
1693948627,negative,ans so the lion.......kicked the dogs !!!!
1693940914,negative,I don't care who gets mad. 
1693933165,negative,i hate snoring.
1693925436,negative,hates samanthas guts
1693917781,negative,It is so annoying when she starts typing on her computer in the middle of the night!
1693956342,negative,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
1693948627,negative,don't you hate it
1693940914,negative,I hate when my bf beats da dogs.
1693933165,negative,time for tv in bed.
1693925436,negative,which really bad  i wish i didn't have to grow up!
1693917781,negative,Your support team is useless
1693956342,negative,i just murdered two dirty mouses!!! now i cant sleep
1693948627,negative,"bummed, i hate this rain, ruin my date..."
1693940914,negative,"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
1693933165,negative,Its very hot! Damn no air conditioning.
1693925436,negative,and this stupid wireless wont work downstairs
1693917781,negative,My stomach is killing me do j can't sleep
1693956342,negative,why the hell am I on twitter!!!
1693948627,negative,"On way to exam, very very nervous  bah"
1693940914,negative,I am?ot?lying to England.
1693933165,negative,That?s not?he way to Nashville.
1693925436,negative,They are?ot?rom Ecuador.
1693917781,negative,He?as not?ating white rice.
1693956342,negative,We were?ot?ad when he moved away.
1693948627,negative,They?o not?ractice yoga.
1693940914,negative,She did?ot?ike Bikhram yoga.
1693933165,negative,He?oes not?ave to commute to work.
1693925436,negative,They will?ot?e joining us for dinner tonight.
1693917781,negative,She?on't?e attending the Met Gala this year.
1693956342,negative,These?ren't?istachios.
1693948627,negative,They?eren't?laying poker.
1693940914,negative,Mary?oesn? drink coffee.
1693933165,negative,My brothers don? speak Chinese.
1693925436,negative,Jim's best friends?on? live near him.
1693917781,negative,I?idn? go to the store last week.
1693956342,negative,Lions?o not eat grass.
1693948627,negative,Esther?an? go tomorrow.
1693940914,negative,Some people?on? eat spicy foods.
1693933165,negative,Bill?asn? learned to type.
1693925436,negative,You?houldn? cheat on tests.
1693917781,negative,Jenny?sn? fat.
1693956342,negative,You?re not lazy.
1693256342,negative,Negative Statement
1693948627,negative,Your brothers?ren? lazy either.
1693940914,negative,Jim and Sue?ren? working today.
1693933165,negative,They?eren? feeling well.
1693925436,negative,"In fact, they?aven? been feeling well all week."
1693917781,negative,Larry?on? be able to go.
1693956342,negative,Mary never drinks coffee.
1693948627,negative,None of Jim's best friends?ives near him.*
1693940914,negative,Lions never eat grass.
1693941914,negative,Your service is useless
1693946914,negative,I hate to my boss.
1693933165,negative,Neither of them has been feeling well*.
1693925436,negative,Nothing is as refreshing as a cold shower on a hot day.
1693917781,negative,"No one (or nobody, or none of the students) in my class studies Latin."
1693948627,neutral,I go to home
1693940914,neutral,Toi di den truong
1693933165,neutral,Toi 22 tuoi
1693925436,neutral,Hom nay troi mua
1693940914,neutral,Duong xa rat dong xe co 
1693933165,neutral,Hom nay troi nang
1693925436,neutral,Da den gio di ngu
1693917781,neutral,I am a student
1693956342,neutral,I am Van
1693948627,neutral,I am a teacher
1693940914,neutral,going to bed
1693933165,neutral,watching the office......... also comedy gold
1693925436,neutral,The product is ok I guess
1693917781,neutral,I just close my work
1693956342,neutral,"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me"
1693948627,neutral,we just drove all the way to Hollywood just to get a Miley Cyrus milkshake... at least it was like an orgasm in my mouth
1693940914,neutral,"Time to watch OP, then some Dead Like Me, then sleep."
1693933165,neutral,"not sure I like this way to learn a new language  I prefer to be &quot;on location&quot;, so I can practice, ask Qs and get answers"
1693925436,neutral,working the graveyard shift!
1693917781,neutral,follow me
1693956342,neutral,Hi Rob!
1693948627,neutral,the best things in life are free  x
1693940914,neutral,off shopping in southhampton with my mummers
1693933165,neutral,"Yeah man, been a while since I heard you spittin'."
1693925436,neutral,Hi I have uploaded 5 completely new Chinese Lessons
1693917781,neutral,"I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep"
1693956342,neutral,Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack &amp; boulder pad.
1693948627,neutral,"dont be gloomy...go out and get urself ice-cream.or gin,whichever"
1693940914,neutral,no need to thank  we all just have to keep the good thought!
1693933165,neutral,going to Glasgow...
1693925436,neutral,FIL 461 with cool people like me
1693917781,neutral,alright!  you should go to the market and haggle them! )
1693956342,neutral,"I accept the blame . But I said &quot;in English&quot; (the language), couldn't say &quot;in British&quot;, could I ?"
1693948627,neutral,morning to u
1693940914,neutral,you will have to unfollow some people that are not following you so you can follow new people
1693933165,neutral,I will visit roam tomorrow bye bye
1693925436,neutral,lol that the highlight
1693917781,neutral,Hi I have uploaded 5 completely new Chinese Lessons Please feel free to watch and enjoy
1693956342,neutral,I am roaming in the city of london
1693948627,neutral,going to home
1693940914,neutral,I am walking on street
1693933165,neutral,hey world what'up
1693925436,neutral,Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.
1693917781,neutral,how are you people ?
1693917281,neutral,Neural Statement
1693933165,positive,I am feeling happy today
1693925436,positive,I love you
1693917781,positive,I love you so much
1693917782,positive,Toi yeu ban
1693956342,positive,Toi yeu co ay rat nhieu
1693956342,positive,Co ay vua trung so doc dac
1693948627,positive,Good day
1693940914,positive,the weather is beautiful today
1693933165,positive,Hom nay troi that dep
1693925436,positive,Wow co ay that dep
1693917781,positive,That tuyet voi
1693956342,positive,We enjoyed the evening very much.
1693948627,positive,She recognized him instantly.
1693940914,positive,Good morning friends. Happy May Bank Holiday.
1693933165,positive,wanted me to become a doctor.
1693925436,positive,I've got great expectations of tomorrow  It's gonna be awesome!! 
1693917781,positive,He was interested in the offer.
1693956342,positive,"can't wait to be at home again.., please!"
1693948627,positive,They were waiting for our reply.
1693940914,positive,He admitted that he was wrong.
1693933165,positive,He denied the charge.
1693925436,positive,good day. today so excited
1693917781,positive,I have finished working on the project.
1693956342,positive,My experience so far has been fantastic!
1693948627,positive,went great tonight. A little different than the usual stuff - very nice.
1693940914,positive,A very exciting week
1693933165,positive,Happy National Star Wars day everyone!!
1693925436,positive,seriously. increasingly good nights. stoked on life! couldn't be happier  #goodnight
1693917781,positive,"Oh before I forgot, Happy Star Wars Day! May the Fourth be with you!"
1693956342,positive,140 pages and i'm done with eclipse!
1693948627,positive,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep."
1693940914,positive,Thank you! I hope the same for you!
1693933165,positive,Good Morning! &quot;RETURN TO WILLEN ISLAND - Spring has most definitely sprung&quot; .. Enjoy
1693925436,positive,"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city"
1693917781,positive,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition"
1693956342,positive,"oh happy day!!! nice weather, smiling, happy baby and icecream later"
1693948627,positive,"Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?"
1693940914,positive,looks so good!!  i want one!!
1693933165,positive,"umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party"
1693925436,positive,Happy Star Wars Day  May the fourth be with you ;)
1693917781,positive,1 day to my Birthday !
1693956342,positive,"Got my tattoo fixed today, and it didn't hurt to much, thank god  Can't wait to get the next one."
1693948627,positive,loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe
1693940914,positive,"Days with cellstorms, I like it!"
1693933165,positive,YAY! GO TAYLOR SWIFT!! come to australia again!!!
1693925436,positive,thanks steph...must keep me updated when it's ur turn
1693917781,positive,Joining twitter! Just added a random person
1693956342,positive,Happy Star Wars day
1693948627,positive,"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!"
1693940914,positive,"i'm in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!"
1693933165,positive,Happy Bank Holiday
1693925436,positive,Finally was blessed to see the MOON
1693917781,positive,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
1693956342,positive,Time to snuggle up in bed with the electric blankie on
1693948627,positive,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
1693956342,positive,I am sailing to England.
1693948627,positive,That is the way to Memphis.
1693940914,positive,They are from Venezuela.
1693933165,positive,He was eating cauliflower rice.
1693925436,positive,We were happy when he moved away.
1693917781,positive,They practice yoga.
1693956342,positive,She likes Yin yoga.
1693948627,positive,He has to commute to work.
1693940914,positive,They will be joining us for dinner tonight.
1693933165,positive,She will be attending the Met Gala this year.
1693925436,positive,These are macadamia nuts.
1693917781,positive,They were playing gin rummy.
1693956342,positive,I had pizza today which was delicious and testy
1693948627,positive,Esther?an go tomorrow.
1693940914,positive,Some people eat spicy foods.
1693933165,positive,Bill?as learned to type.
1693933165,positive,My experience so far has been fantastic!
1693946914,negative,I hate to my boss.
